FACILITY_IDENTIFIER,FACILITY_NAME,FACILITY_TYPE,COUNTY,PHONE 1,PHONE 2,EMAIL 1,EMAIL 2,TOTAL_LICENCE_CAPACITY,ANNUAL_INSPECTION,ANNUAL_UNANNOUNCED_INSPECTION,PROBATIONARY_EXPIRY_DATE,AGE_RANGE,PROG_FULL_DAY,PROG_PART_DAY,PROG_SCHOOL_AGE,FAMILY_HOME,AGE_INFANT,AGE_TODDLER,AGE_PRESCHOOL,AGE_SCHOOL_AGE,ADDRESS,CITY,POSTAL,Location
3090805,YMCA of Southwest Nova Scotia Association (High St),Day Care Facility,Lunenburg County,902-543-6399,,candy_zinck@ymca.ca,,80,"June 20, 2019","January 15, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,75 HIGH ST.,BRIDGEWATER,B4V 1V8,"75 HIGH ST.
BRIDGEWATER, NS B4V 1V8
(44.371174, -64.52795)"
3092629,Kinder Garden Preschool (The)(Brooklyn),Day Care Facility,Hants County,902-757-2234,,sarahheineken1@gmail.com; kindergarden2234@gmail.com,,65,"July 11, 2019","February 21, 2019",,4 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,86 DUNLOP  RD.,BROOKLYN,B0N 2A0,"86 DUNLOP  RD.
BROOKLYN, NS B0N 2A0
(45.004794, -64.011742)"
3098457,Beaver Bank Children's Learning Centre (Kinsac Location),Day Care Facility,Halifax County,902-864-5118,,bbclc@eastlink.ca,,96,"February 6, 2019","October 25, 2018",,4 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,95 KINSAC RD.,BEAVER BANK,B4G 1C5,"95 KINSAC RD.
BEAVER BANK, NS B4G 1C5
(44.84713, -63.680431)"
3101181,Cape Breton University Early Childhood Centre,Day Care Facility,Cape Breton County,902-562-5437,,raylene_theriault@bellaliant.net,,47,"July 2, 2019","January 16, 2019",,2 years - 5 years,Yes,No,No,No,No,Yes,Yes,No,1250 GRAND LAKE RD.,GRAND LAKE ROAD,B1M 1A2,"1250 GRAND LAKE RD.
GRAND LAKE ROAD, NS B1M 1A2
(46.171263, -60.09417)"
3101407,Learning Grove Child Care Centre,Day Care Facility,Digby County,902-245-4875,,learninggrove@eastlink.ca,,58,"June 16, 2019","January 4, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,121 VICTORIA  ST.,DIGBY,B0S1M0,"121 VICTORIA  ST.
DIGBY, NS B0S1M0
(44.742745, -65.51534)"
3102459,Peter Green Hall Children's Centre,Day Care Facility,Halifax County,902-494-1747,,bobbikeating@eastlink.ca,,110,"July 11, 2019","November 27, 2018",,4 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1094 WELLINGTON ST.,HALIFAX,B3H 2Z9,"1094 WELLINGTON ST.
HALIFAX, NS B3H 2Z9
(44.635508, -63.579851)"
3106759,Cape Breton Family Resource Coalition Society,Family Home Day Care Agency,Cape Breton County,"902-562-5616 ext: 222, 902-574-7869",,jlatulippe-rochon@familyplace.ca,,,"August 1, 2019","February 27, 2019",,,No,No,No,Yes,No,No,No,No,755 MAIN ST.,SYDNEY MINES,B1V 2L4,"755 MAIN ST.
SYDNEY MINES, NS B1V 2L4
(46.242176, -60.228903)"
3110289,Dwight Ross Kids Care,Day Care Facility,Kings County,902-321-1495,,mrsmandycoyle@hotmail.com,,23,"September 26, 2018","May 7, 2019",,36 months - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,949 TREMONT MOUNTAIN RD.,GREENWOOD,B0P 1N0,"949 TREMONT MOUNTAIN RD.
GREENWOOD, NS B0P 1N0
(44.964455, -64.941056)"
3114988,The YMCA Association West Highlands Afterschool,Day Care Facility,Cumberland County,902-667-4724,,renee.lusby@cumberland.ymca.ca,,30,"November 1, 2018","June 25, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,18 MALTBY CRT.,AMHERST,B4H 2L6,"18 MALTBY CRT.
AMHERST, NS B4H 2L6
(45.8183, -64.211431)"
3115074,Sherwood Park Preschool (2015) Limited,Day Care Facility,Halifax County,902-445-3983,,ezurike.hu@eastlink.ca,,32,"August 15, 2018","May 27, 2019",,18 months - 10 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,22 CARROLL LANE,HALIFAX,B3M 0C2,"22 CARROLL LANE
HALIFAX, NS B3M 0C2
(44.678535, -63.652165)"
3115294,Penhorn Preschool,Day Care Facility,Halifax County,902-401-3326,,,,12,"September 21, 2018","May 7, 2019",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,8 BEACON ST.,DARTMOUTH,B2Y 1Y2,"8 BEACON ST.
DARTMOUTH, NS B2Y 1Y2
(44.678082, -63.543346)"
3116205,Boys and Girls Club of Yarmouth,Day Care Facility,Yarmouth County,902-774-1489 or 902-742-9103 (Bond St),,bgcydirector@hotmail.com,,24,"September 25, 2018","June 25, 2019",,3 years - 12 years,Yes,No,Yes,No,No,No,Yes,Yes,53 PARADE ST.,YARMOUTH,B5A 3B1,"53 PARADE ST.
YARMOUTH, NS B5A 3B1
(43.837067, -66.113604)"
3117389,Connect & Learn Preschool,Day Care Facility,Halifax County,"902-802-6292, 902-817-9567",,kidopoliselc@gmail.com,,24,"November 19, 2018","June 22, 2018",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,15 BISSETT RD.,COLE HARBOUR,B2V 2T1,"15 BISSETT RD.
COLE HARBOUR, NS B2V 2T1
(44.671536, -63.477388)"
3122346,14 Wing Greenwood Military Family Resource Centre,Day Care Facility,Kings County,902-765-1494 ext: 5053,,brenda.virtue-ellis@forces.gc.ca,,25,"September 5, 2018","March 7, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,64 SCHOOL RD.,CFB GREENWOOD,B0P 1N0,"64 SCHOOL RD.
CFB GREENWOOD, NS B0P 1N0
(44.972551, -64.927353)"
3127021,Fenerty Road Preschool,Day Care Facility,Halifax County,902-252-8243,,fenertyroadpreschool@hotmail.com,,7,"April 23, 2019","October 10, 2018",,18 months - 8 years,Yes,No,Yes,No,No,Yes,Yes,Yes,91 FENERTY RD.,MIDDLE SACKVILLE,B4E 3B1,"91 FENERTY RD.
MIDDLE SACKVILLE, NS B4E 3B1
(44.803622, -63.737511)"
3134102,Lower Sackville Nursery School,Day Care Facility,Halifax County,902-865-9765,,lsnurseryschool@gmail.com,,36,"November 5, 2018","May 22, 2019",,30 months - 5 years,No,Yes,No,No,No,Yes,Yes,No,567 SACKVILLE DR.,LOWER SACKVILLE,B4C 2S4,"567 SACKVILLE DR.
LOWER SACKVILLE, NS B4C 2S4
(44.767495, -63.684156)"
3182843,Fox Hollow Child Care Centre and Family Home Agency,Family Home Day Care Agency,Halifax County,902-826-2709,,leannethomey@outlook.com,,,"May 9, 2019","October 30, 2018",,,No,No,No,Yes,No,No,No,No,1 FOX HOLLOW DR.,UPPER TANTALLON,B3Z 1E5,"1 FOX HOLLOW DR.
UPPER TANTALLON, NS B3Z 1E5
(44.689369, -63.8747)"
3183045,Tiny Treasures Nursery School,Day Care Facility,Halifax County,902-864-8469,,jbenwell@rockchurch.ca,,75,"May 29, 2019","February 19, 2019",,30 months - 5 years,No,Yes,No,No,No,Yes,Yes,No,222 SACKVILLE DR.,LOWER SACKVILLE,B4C 2R4,"222 SACKVILLE DR.
LOWER SACKVILLE, NS B4C 2R4
(44.758705, -63.668963)"
3184109,Making Friends Preschool,Day Care Facility,Colchester County,902-895-5105,,mfps@ns.sympatico.ca,,20,"December 5, 2018","June 6, 2019",,30 months - 5 years,No,Yes,No,No,No,Yes,Yes,No,55 KING ST.,TRURO,B2N 3K8,"55 KING ST.
TRURO, NS B2N 3K8
(45.363427, -63.285658)"
3205071,Coxheath Elementary After School Program,Day Care Facility,Cape Breton County,902 537-5333,,coxhealthafterschool@gmail.com,,65,"September 19, 2018","April 1, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,Yes,Yes,30 MT FLORENCE ST.,COXHEATH,B1R 1T8,"30 MT FLORENCE ST.
COXHEATH, NS B1R 1T8
(46.112912, -60.236048)"
3205100,YMCA of Pictou County After School Program (Trenton),Day Care Facility,Pictou County,902-752-0202 ext: 227,,,,30,"October 3, 2018","June 7, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,1 SIXTH ST.,TRENTON,,"1 SIXTH ST.
TRENTON, NS
(45.616165, -62.633541)"
3205121,YMCA of Pictou County After School Program (Walter Duggan),Day Care Facility,Pictou County,902-752-0202 ext: 227,,,,30,"November 2, 2018","June 12, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,2370 SPRING GARDEN RD.,WESTVILLE,B0K 2A0,"2370 SPRING GARDEN RD.
WESTVILLE, NS B0K 2A0
(45.569044, -62.718884)"
3209732,Newport Kiddie Corner,Day Care Facility,Hants County,902-757-3540,,ttclark@eastlink.ca,,12,"May 14, 2019","November 27, 2018",,3 years - 5 years,No,Yes,No,No,No,No,Yes,No,22 CHALET DR.,NEWPORT CORNER,,"22 CHALET DR.
NEWPORT CORNER, NS
(44.982998, -63.995596)"
3211409,Garderie le Petit Voilier (Sommet) (La),Day Care Facility,Halifax County,902-832-9674,,info@petitvoilier.ca,,52,"July 19, 2019","April 30, 2019",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,500 LARRY UTECK BLVD.,HALIFAX,B3M 0E6,"500 LARRY UTECK BLVD.
HALIFAX, NS B3M 0E6
(44.700992, -63.678764)"
3213218,Sydney River After School Program,Day Care Facility,Cape Breton County,902-561-1717,,dalecorbettmacphail@hotmail.com,,30,"April 15, 2019","October 17, 2018",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,35 PHILIP ST.,SYDNEY RIVER,B1S 1M8,"35 PHILIP ST.
SYDNEY RIVER, NS B1S 1M8
(46.103285, -60.219926)"
3216595,Winding River Early Learning Centre,Day Care Facility,Colchester County,"902-639-2181, 902-639-2572 - director home",,pfjocn@hotmail.ca,,20,"February 12, 2019","December 19, 2018",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,111 HIGHWAY 2 HWY.,STEWIACKE,B0N 2J0,
3217035,Birch Cove After-School Program,Day Care Facility,Halifax County,902-497-4802,,lynnorman@msn.com,,40,"April 10, 2019","September 19, 2018",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,3 DAKIN DR. UNIT,HALIFAX,B3M 2C9,"3 DAKIN DR. UNIT
HALIFAX, NS B3M 2C9
(44.682463, -63.662102)"
3224788,FHCC After School and Preschool Program,Day Care Facility,Pictou County,902-928-2211,,t.e@eastlink.ca,,20,"September 26, 2018","May 29, 2019",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,281 FOORD ST. UNIT A,STELLARTON,B0K 1S0,"281 FOORD ST. UNIT A
STELLARTON, NS B0K 1S0
(45.557409, -62.660227)"
3226309,BCBC Preschool,Day Care Facility,Halifax County,902-446-3602,,tiaforsythe@yahoo.com,,15,"September 26, 2018","March 7, 2019",,30 months - 5 years,No,Yes,No,No,No,Yes,Yes,No,50 DONALDSON AVE.,HALIFAX,B3M 3B5,"50 DONALDSON AVE.
HALIFAX, NS B3M 3B5
(44.680052, -63.667397)"
3233926,Willow Creek Children's Centre Inc,Day Care Facility,Halifax County,902-252-5553,,info@willowcreekcc.ca,,96,"November 7, 2018","May 29, 2018",,8 months - 11 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1710 SACKVILLE DR.,MIDDLE SACKVILLE,B4E 3A9,"1710 SACKVILLE DR.
MIDDLE SACKVILLE, NS B4E 3A9
(44.795855, -63.729457)"
3238288,Grace Note Child Care Centre (2010) Limited,Day Care Facility,Halifax County,902-444-3480,,gracenote@eastlink.ca,,68,"November 5, 2018","July 6, 2018",,4 months - 5 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,7071 BAYERS RD. SUITE 5009,HALIFAX,B3L 2C2,"7071 BAYERS RD. SUITE 5009
HALIFAX, NS B3L 2C2
(44.653682, -63.627016)"
3238308,Just Like Home Daycare & After School Program,Day Care Facility,Hants County,902-236-3330,,just.like.home@hotmail.com,,33,"November 16, 2018","May 15, 2019",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2804 HIGHWAY 2 HWY.,SHUBENACADIE,B0N 2H0,
3246173,Chester and Area Family Resource Centre,Day Care Facility,Lunenburg County,902-275-4347,,info@chesterfamilycentre.ca,,92,"October 11, 2018","June 5, 2019",,6 months - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,188 PIG LOOP RD.,CHESTER,B0J 1J0,"188 PIG LOOP RD.
CHESTER, NS B0J 1J0
(44.541768, -64.233825)"
3246685,Wee Wisdom Nursery School,Day Care Facility,Lunenburg County,902-543-1400,,weewisdom@bellaliant.com,,26,"November 13, 2018","May 8, 2019",,30 months - 5 years,No,Yes,No,No,No,Yes,Yes,No,87 HILLCREST ST.,BRIDGEWATER,B4V 1T2,"87 HILLCREST ST.
BRIDGEWATER, NS B4V 1T2
(44.373989, -64.524628)"
3255201,YMCA of Cape Breton Early Learning Centre,Day Care Facility,Cape Breton County,902-562-9622 ext: 2223,,dfarmer30@gmail.com,,58,"October 23, 2018","May 23, 2019",,6 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,399 CHARLOTTE ST.,SYDNEY,B1P 1E3,"399 CHARLOTTE ST.
SYDNEY, NS B1P 1E3
(46.136645, -60.194228)"
3256197,Cumberland YMCA - Oxford Site,Day Care Facility,Cumberland County,902-552-3015,,renee.lusby@cumberland.ymca.ca,,24,"December 3, 2018","June 21, 2018",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,249 LOWER MAIN ST.,OXFORD,B0M 1P0,"249 LOWER MAIN ST.
OXFORD, NS B0M 1P0
(45.738851, -63.863141)"
3265539,Count Your Blessings Child Care,Day Care Facility,Kings County,902-365-2794,,sanata_dakota@hotmail.com,,40,"February 7, 2019","September 17, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1406 SOUTH BISHOP RD.,COLDBROOK,B4R 1B6,"1406 SOUTH BISHOP RD.
COLDBROOK, NS B4R 1B6
(45.062719, -64.599269)"
3268834,Giant Steps Children's Centre Inc - Family Home,Family Home Day Care Agency,Halifax County,902-820-4040,,gsfamilyhome@gmail.com,,,"November 28, 2018","May 15, 2019",,,No,No,No,Yes,No,No,No,No,15 FRENCH VILLAGE STATION RD.,UPPER TANTALLON,B3Z 1E4,"15 FRENCH VILLAGE STATION RD.
UPPER TANTALLON, NS B3Z 1E4
(44.690746, -63.877534)"
3298076,Future Stars Learning Centre - Site 2,Day Care Facility,Halifax County,902-405-5390,,lindaliaoca@gmail.com,,18,"January 24, 2019","June 12, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,60 SCOTCH PINE TERR.,HALIFAX,B3S 1E2,"60 SCOTCH PINE TERR.
HALIFAX, NS B3S 1E2
(44.671997, -63.671695)"
3303915,Cole Harbour Daycare of Early Learners,Day Care Facility,Halifax County,902-431-7239,,chdaycare@live.ca,,50,"March 11, 2019","July 27, 2018",,18 months - 10 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1237 COLE HARBOUR RD.,COLE HARBOUR,B2V 1N1,"1237 COLE HARBOUR RD.
COLE HARBOUR, NS B2V 1N1
(44.67255, -63.478183)"
3305431,It Takes A Village,Day Care Facility,Halifax County,902-405-8336,,ittakesavillage@live.ca,,26,"January 23, 2019","June 28, 2018",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,480 PARKLAND DR. UNIT 14,HALIFAX,B3S 1P9,"480 PARKLAND DR. UNIT 14
HALIFAX, NS B3S 1P9
(44.671066, -63.675992)"
3313331,Chestnut Street Preschool Centre,Day Care Facility,Halifax County,902-429-2359,,,,14,"August 22, 2018","February 28, 2019",,30 months - 8 years,Yes,No,Yes,No,No,Yes,Yes,No,1555 CHESTNUT ST.,HALIFAX,B3H 3S9,"1555 CHESTNUT ST.
HALIFAX, NS B3H 3S9
(44.639217, -63.593635)"
3315826,Little Lambs Child Care Centre,Day Care Facility,Cumberland County,902-660-3019,,,,24,"January 3, 2019","July 18, 2018",,3 years - 12 years,Yes,No,Yes,No,No,No,Yes,Yes,9 ALBION ST.,AMHERST,B4H 2V3,"9 ALBION ST.
AMHERST, NS B4H 2V3
(45.830867, -64.209082)"
3315982,Creative Beginnings Early Learning Centre,Day Care Facility,Pictou County,902-695-1234,,anderson_carrie@hotmail.com,,26,"September 21, 2018","April 1, 2019",,3 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,176 FOORD ST.,STELLARTON,B0K 1S0,"176 FOORD ST.
STELLARTON, NS B0K 1S0
(45.565744, -62.659539)"
3316586,Spring Garden Road Child Care Centre,Day Care Facility,Pictou County,902-695-3110,,springgardenccc@eastlink.ca,,60,"August 27, 2018","March 25, 2019",,2.5 years - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,2380 SPRING GARDEN RD.,WESTVILLE,B0K 2A0,"2380 SPRING GARDEN RD.
WESTVILLE, NS B0K 2A0
(45.569064, -62.719023)"
3326317,Project Elm (Upper Musquodoboit),Day Care Facility,Halifax County,902-384-2794,,mvfrc1@gmail.com,,16,"November 8, 2018","May 13, 2019",,36 months - 5 Years,No,Yes,No,No,No,No,Yes,No,8416 HIGHWAY 224 HWY.,UPPER MUSQUODOBOIT,B0N 2M0,
3380081,Fairview Early Learning Centre,Day Care Facility,Halifax County,902-444-3460,,fairviewelc@eastlink.ca,,66,"June 10, 2019","November 13, 2018",,6 months - 10 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3514 JOSEPH HOWE DR.,HALIFAX,B3L 4H7,"3514 JOSEPH HOWE DR.
HALIFAX, NS B3L 4H7
(44.655918, -63.629707)"
3380087,Willowbrae Childcare Academy,Day Care Facility,Halifax County,902 830-3658,,lakramar@willowbraechildcare.com,,132,"June 10, 2019","February 26, 2019",,4 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,110 GARLAND AVE.,DARTMOUTH,,"110 GARLAND AVE.
DARTMOUTH, NS
(44.705909, -63.581427)"
3398562,Executive Child Care,Day Care Facility,Cape Breton County,902-794-3303,,corinne25@live.ca,,42,"January 15, 2019","June 27, 2019",,18 Months - 5 Years,Yes,No,No,No,No,Yes,Yes,No,139 STANLEY ST.,NORTH SYDNEY,B2A 3V7,"139 STANLEY ST.
NORTH SYDNEY, NS B2A 3V7
(46.214215, -60.251379)"
3398774,Giant Steps Children's Centre Inc - French Village,Day Care Facility,Halifax County,902-820-4040,,giantstepsns@gmail.com,,120,"August 22, 2018","March 7, 2019",,36 months - 12 years,Yes,Yes,Yes,No,No,No,Yes,Yes,15 FRENCH VILLAGE STATION RD.,UPPER TANTALLON,B3Z 1E4,"15 FRENCH VILLAGE STATION RD.
UPPER TANTALLON, NS B3Z 1E4
(44.690746, -63.877534)"
3398781,Daydreams Before and After School Program,Day Care Facility,Halifax County,902-835-5437,,daydreams@ns.sympatico.ca,,60,"August 21, 2018","February 21, 2019",,30 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,28 BLUEWATER RD.,BEDFORD,B4B 1G7,"28 BLUEWATER RD.
BEDFORD, NS B4B 1G7
(44.725695, -63.707654)"
3399576,YWCA Family Home Day Care,Family Home Day Care Agency,Halifax County,902-423-6163 ext: 230,,m.suokonautio@ywcahalifax.com,,,"July 23, 2019","March 14, 2019",,,No,No,No,Yes,No,No,No,No,1600 BEDFORD HWY. SUITE 307,BEDFORD,B4A 1E8,"1600 BEDFORD HWY. SUITE 307
BEDFORD, NS B4A 1E8
(44.733303, -63.655904)"
3401240,Edward Jost Annex,Day Care Facility,Halifax County,902-479-2835,,kellya@edwardjostchildrenscentre.ca,,54,"July 18, 2019","March 11, 2019",,5 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,11 MONT ST.,HALIFAX,B3P 1N3,"11 MONT ST.
HALIFAX, NS B3P 1N3
(44.623245, -63.619438)"
3404580,Friends for Life Early Learning Inc,Day Care Facility,Halifax County,902-820-2527,,fflel@bellaliant.com,,102,"August 15, 2018","February 20, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5447 ST MARGARETS BAY RD.,UPPER TANTALLON,B3Z 2H9,"5447 ST MARGARETS BAY RD.
UPPER TANTALLON, NS B3Z 2H9
(44.694577, -63.889003)"
3407954,Whycocomagh Child Development Centre,Day Care Facility,Inverness County,902-756-2244,,wcdc105@gmail.com,,45,"September 6, 2018","April 12, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,50 NORMAN MCLEOD RD.,WHYCOCOMAGH,B0E 3M0,"50 NORMAN MCLEOD RD.
WHYCOCOMAGH, NS B0E 3M0
(45.972061, -61.125282)"
3536217,YMCA of Pictou County After School Program (A.G. Baillie),Day Care Facility,Pictou County,902-752-0202,,tarag@pcymca.ca,,30,"October 30, 2018","June 5, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,477 VICTORIA AVE.,NEW GLASGOW,B2H 1X1,"477 VICTORIA AVE.
NEW GLASGOW, NS B2H 1X1
(45.595073, -62.655538)"
3537270,Aldershot Afterschool Association,Day Care Facility,Kings County,"902-690-3820, 902-690-5676 - cell",,f0000027@nscc.ca - Dena,,30,"September 25, 2018","April 15, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,446 ALDERSHOT RD.,KENTVILLE,B4N 3A1,"446 ALDERSHOT RD.
KENTVILLE, NS B4N 3A1
(45.090757, -64.499822)"
3543713,Next Step K.C.A. Afterschool Program (The),Day Care Facility,Kings County,902-678-3843,,thenextstepkca@gmail.com,,30,"October 29, 2018","May 28, 2019",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,125 PARK ST.,KENTVILLE,B4N 1M5,"125 PARK ST.
KENTVILLE, NS B4N 1M5
(45.076509, -64.51055)"
3545198,Room to Grow Child Care Limited,Day Care Facility,Halifax County,902-869-0285,,r2gcc@outlook.com,,100,"September 4, 2018","May 24, 2019",,3 months - 11 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,103 COBEQUID RD.,LOWER SACKVILLE,B4C 2N1,"103 COBEQUID RD.
LOWER SACKVILLE, NS B4C 2N1
(44.755837, -63.661796)"
3551890,Family Matters Family Home Day Care Agency,Family Home Day Care Agency,Annapolis County,"902-584-3503, 902-824-0671 (cell - Crystal) 
824-4249 (cell - Rebecca)",,fhdcfamilymatters@gmail.com,,,"September 26, 2018","March 27, 2019",,,No,No,No,Yes,No,No,No,No,10 MIDDLE RD.,LAWRENCETOWN,B0S 1M0,"10 MIDDLE RD.
LAWRENCETOWN, NS B0S 1M0
(44.878886, -65.15545)"
3556019,Wedgewood's Little School Ltd. Location #2,Day Care Facility,Halifax County,902-443-2273,,"shagecameron@gmail.com, sonia@play-learn-grow.com",,38,"March 20, 2019","November 26, 2018",,18 Months - 12 Years,Yes,No,Yes,No,No,Yes,Yes,Yes,55 KEARNEY LAKE RD.,HALIFAX,B3M 2S6,"55 KEARNEY LAKE RD.
HALIFAX, NS B3M 2S6
(44.68142, -63.667473)"
3556066,Wedgewood's Little School Ltd.,Day Care Facility,Halifax County,902-443-2273,,"shagecameron@gmail.com, sonia@play-learn-grow.com",,14,"March 20, 2019","November 30, 2018",,5 Years - 12 Years,No,No,Yes,No,No,No,No,Yes,56 KEARNEY LAKE RD.,HALIFAX,B3M 2S8,"56 KEARNEY LAKE RD.
HALIFAX, NS B3M 2S8
(44.681416, -63.667467)"
3557467,Sunny Valley Pre-School,Day Care Facility,Colchester County,902-890-2458,,svchildcare.sh@gmail.com,,20,"October 30, 2018","April 10, 2019",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,110 SALMON RIVER RD.,VALLEY,B6L 2S5,"110 SALMON RIVER RD.
VALLEY, NS B6L 2S5
(45.392639, -63.203773)"
3563275,Portland Day Care Centre Ltd,Day Care Facility,Halifax County,902-463-2323,,director@portlanddaycare.com,,91,"October 31, 2018","July 11, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,530 PORTLAND ST. UNIT 204,DARTMOUTH,B2Y 4V6,"530 PORTLAND ST. UNIT 204
DARTMOUTH, NS B2Y 4V6
(44.670167, -63.538147)"
3563789,Cradle to Crayons Learning Center,Day Care Facility,Colchester County,902-893-9488,,cradle.to.crayons@live.com,,28,"April 11, 2019","November 13, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1094 SALMON RIVER RD.,SALMON RIVER,B6L 4E1,"1094 SALMON RIVER RD.
SALMON RIVER, NS B6L 4E1
(45.368122, -63.235062)"
3580564,My Pride & Joy Child Learning Centre Inc,Day Care Facility,Colchester County,902-843-1569,,myprideandjoy@eastlink.ca,,66,"December 5, 2018","November 30, 2018",,Birth - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,264 PICTOU RD.,BIBLE HILL,B2N 2T3,"264 PICTOU RD.
BIBLE HILL, NS B2N 2T3
(45.380608, -63.242725)"
3586160,Cumberland YMCA Early Learning Centre (Church Street),Day Care Facility,Cumberland County,902-667-4724,,renee.lusby@cumberland.ymca.ca,,164,"January 21, 2019","October 23, 2018",,6 months - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,92 CHURCH ST.,AMHERST,B4H 3B2,"92 CHURCH ST.
AMHERST, NS B4H 3B2
(45.831579, -64.2089)"
3586167,Silver Crescent Academy Children Center,Day Care Facility,Halifax County,902-407-4027,,silvercrescent@live.ca,,30,"November 15, 2018","July 19, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,3845 JOSEPH HOWE DR.,HALIFAX,B3L 4H9,"3845 JOSEPH HOWE DR.
HALIFAX, NS B3L 4H9
(44.660926, -63.627746)"
3588352,Care and Fun Childcare Limited,Day Care Facility,Halifax County,902-445-0881,,info@carenfun.ca,,73,"June 18, 2019","March 15, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,290 MAIN AVE.,HALIFAX,B3M 3V3,"290 MAIN AVE.
HALIFAX, NS B3M 3V3
(44.652336, -63.650597)"
3588572,Lockeport & Area Preschool,Day Care Facility,Shelburne County,902-874-2157,,juliebalish@gmail.com,,10,"September 25, 2018","February 15, 2019",,30 Months - 5 Years,No,Yes,No,No,No,Yes,Yes,No,10 SPRUCE ST.,LOCKEPORT,B0T 1L0,"10 SPRUCE ST.
LOCKEPORT, NS B0T 1L0
(43.699857, -65.113445)"
3590173,Health Park Early Learning Centre,Day Care Facility,Cape Breton County,902-564-0607,,hpelc@live.ca,,66,"February 20, 2019","July 31, 2019",,2 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,62 TERRY WAY,MIRA ROAD,B1P 0E1,"62 TERRY WAY
MIRA ROAD, NS B1P 0E1
(46.115007, -60.174289)"
3626951,Montessori House of Learning,Day Care Facility,Halifax County,902-865-5151,,,,35,"July 10, 2019","February 27, 2019",,8 months - 10 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1385 SACKVILLE DR.,MIDDLE SACKVILLE,B4E 3A7,"1385 SACKVILLE DR.
MIDDLE SACKVILLE, NS B4E 3A7
(44.789389, -63.714698)"
3628013,Future Stars' Learning Centre - Site 3,Day Care Facility,Halifax County,902-405-5390,,lindaliaoca@gmail.com,,8,"August 10, 2018","February 2, 2018",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,58 SCOTCH PINE TERR.,HALIFAX,B3S 1E2,"58 SCOTCH PINE TERR.
HALIFAX, NS B3S 1E2
(44.672109, -63.671787)"
